ListenerID,RecordedDate,inUS,english,famSLHDs,SLHDconnection,SLHDconnection_other,age,gender,gender_other,race,race_other,ethnicity,AudioCheck,AudioTroubleshoot,P1,P2,P3,Understood?,EP1,EP2,EP3,SpeakerID,Int_VAS,Int_OT
N78,2022-01-05 14:52:21,Yes,"Yes, it is my native language",No,"","",22,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar ,which is a gigantic rollercoaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AF8,81.13,89.2307692307693
N78,2022-01-05 14:52:21,Yes,"Yes, it is my native language",No,"","",22,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar ,which is a gigantic rollercoaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDF2,9.72,18.3333333333333
N79,2022-01-05 14:52:34,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",20,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic rollercoaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDF6,83.66,93.2203389830508
N79,2022-01-05 14:52:34,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",20,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic rollercoaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDM12,72.11,89.5522388059702
N8,2021-06-25 16:38:03,Yes,"Yes, it is my native language",Yes,Other,"",20,Woman,"",Asian American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster high above the ground.,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDM10,9.15,39.2307692307692
N8,2021-06-25 16:38:03,Yes,"Yes, it is my native language",Yes,Other,"",20,Woman,"",Asian American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster high above the ground.,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AM1,54.65,70.940170940171
N80,2022-01-05 14:55:37,Yes,"Yes, it is my native language",No,"","",22,Woman,"",Black/African American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic roller coaster high above the ground,when i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSF8,51.97,74.3589743589744
N80,2022-01-05 14:55:37,Yes,"Yes, it is my native language",No,"","",22,Woman,"",Black/African American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic roller coaster high above the ground,when i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AM4,68.73,80.7692307692308
N81,2022-01-05 14:57:40,Yes,"Yes, it is my native language",Yes,Other,I just know that speech disorders exist. I don't know anyone with them nor do I have one myself.,25,Woman,"",White/Caucasian,"",Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar. ,which is a gigantic rollercoaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSM8,56.06,78.6259541984733
N81,2022-01-05 14:57:40,Yes,"Yes, it is my native language",Yes,Other,I just know that speech disorders exist. I don't know anyone with them nor do I have one myself.,25,Woman,"",White/Caucasian,"",Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar. ,which is a gigantic rollercoaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AM8,77.18,76.0683760683761
N82,2022-01-05 14:59:28,Yes,"Yes, it is my native language",No,"","",20,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster high above the ground.,"When I saw how high the caterpillar rose,","Yes, I am ready to begin.","","","",PDF1,76.9,93.1623931623932
N82,2022-01-05 14:59:28,Yes,"Yes, it is my native language",No,"","",20,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster high above the ground.,"When I saw how high the caterpillar rose,","Yes, I am ready to begin.","","","",HDF2,89.15,93.8931297709924
N83,2022-01-05 15:01:00,Yes,"Yes, it is my native language",No,"","",40,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar ,which is a gigantic roller coaster high above the ground,when I saw how high the caterpillar rose ,"Yes, I am ready to begin.","","","",AF8,81.55,80
N83,2022-01-05 15:01:00,Yes,"Yes, it is my native language",No,"","",40,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar ,which is a gigantic roller coaster high above the ground,when I saw how high the caterpillar rose ,"Yes, I am ready to begin.","","","",HDF7,15.07,27.1186440677966
N84,2022-01-05 15:01:32,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",69,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,which is a gigantic roller coaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDM8,80.99,61.5384615384615
N84,2022-01-05 15:01:32,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",69,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,which is a gigantic roller coaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSF5,8.31,23.0769230769231
N85,2022-01-05 15:04:03,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",28,Woman,"",Biracial or Multiracial,"",Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSF8,79.01,67.9389312977099
N85,2022-01-05 15:04:03,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",28,Woman,"",Biracial or Multiracial,"",Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AM4,91.27,96.5811965811966
N86,2022-01-05 15:22:32,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",40,Man,"",Biracial or Multiracial,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on a caterpillar,Which is a gigantic roller coaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDF6,1.05,5.12820512820513
N86,2022-01-05 15:22:32,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",40,Man,"",Biracial or Multiracial,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on a caterpillar,Which is a gigantic roller coaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDF7,1.05,9.23076923076923
N87,2022-01-05 15:22:50,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",27,Woman,"",Asian American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,"Which is a giant rollercoaster, high above the ground",When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AM4,63.46,76.1538461538462
N87,2022-01-05 15:22:50,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",27,Woman,"",Asian American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,"Which is a giant rollercoaster, high above the ground",When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDF2,1.77,10
N88,2022-01-05 15:23:35,Yes,"Yes, it is my native language",No,"","",32,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on a caterpillar.,Which is a gigantic roller coaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDF1,93.52,94.8717948717949
N88,2022-01-05 15:23:35,Yes,"Yes, it is my native language",No,"","",32,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on a caterpillar.,Which is a gigantic roller coaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDM12,86.62,93.2835820895522
N89,2022-01-05 15:23:50,Yes,"Yes, it is my native language",No,"","",19,Woman,"",Biracial or Multiracial,"",Hispanic/Latino,"Yes, I can hear the audio.","","my most memorable moment was riding on the catapiller
",which is a giagantic rollercoaster high above the ground,"when i saw how high the catapiller rose
","Yes, I am ready to begin.","","","",PDF6,86.2,83.0769230769231
N89,2022-01-05 15:23:50,Yes,"Yes, it is my native language",No,"","",19,Woman,"",Biracial or Multiracial,"",Hispanic/Latino,"Yes, I can hear the audio.","","my most memorable moment was riding on the catapiller
",which is a giagantic rollercoaster high above the ground,"when i saw how high the catapiller rose
","Yes, I am ready to begin.","","","",ALSM6,62.68,46.6101694915254
N9,2021-06-25 16:58:54,Yes,"Yes, it is my native language",Yes,"I previously had a speech, language, and/or hearing disorder,I have a family member or friend with a speech and/or language disorder","",37,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic roller coaster high above the ground,when i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDF5,90,86.9230769230769
N9,2021-06-25 16:58:54,Yes,"Yes, it is my native language",Yes,"I previously had a speech, language, and/or hearing disorder,I have a family member or friend with a speech and/or language disorder","",37,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic roller coaster high above the ground,when i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AF1,72.11,87.9310344827586
N90,2022-01-05 15:24:07,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",26,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the catarpillar ,which is a gigantic rollercoaster high above the ground,when i saw how high the catarpillar rose,"Yes, I am ready to begin.","","","",ALSM8,33.38,70.2290076335878
N90,2022-01-05 15:24:07,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",26,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the catarpillar ,which is a gigantic rollercoaster high above the ground,when i saw how high the catarpillar rose,"Yes, I am ready to begin.","","","",PDF1,93.1,95.7264957264957
N91,2022-01-05 15:25:05,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",30,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,"which is a gigantic roller coaster, high above the ground","when i saw how high the caterpillar rose,","Yes, I am ready to begin.","","","",PDF1,96.21,97.4358974358974
N91,2022-01-05 15:25:05,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",30,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,"which is a gigantic roller coaster, high above the ground","when i saw how high the caterpillar rose,","Yes, I am ready to begin.","","","",HDF2,92.69,91.6030534351145
N92,2022-01-05 15:25:08,Yes,"Yes, it is my native language",No,"","",23,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic roller coaster high above the ground.,When I saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",HDM12,80.28,88.034188034188
N92,2022-01-05 15:25:08,Yes,"Yes, it is my native language",No,"","",23,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic roller coaster high above the ground.,When I saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",AF2,59.01,60.3174603174603
N93,2022-01-05 15:25:56,Yes,"Yes, it is my native language",No,"","",19,Woman,"",Asian American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster high above the ground,When I saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",PDF6,78.45,64.6153846153846
N93,2022-01-05 15:25:56,Yes,"Yes, it is my native language",No,"","",19,Woman,"",Asian American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster high above the ground,When I saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",AM8,69.44,41.8803418803419
N94,2022-01-05 15:26:03,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",28,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the catepillar ,which is a gigantic rollercoaster high above the ground,when i saw how high the cattepillar rose,"Yes, I am ready to begin.","","","",ALSF8,67.46,66.6666666666667
N94,2022-01-05 15:26:03,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",28,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the catepillar ,which is a gigantic rollercoaster high above the ground,when i saw how high the cattepillar rose,"Yes, I am ready to begin.","","","",AM4,65.49,85.3846153846154
N95,2022-01-05 15:26:03,Yes,"Yes, it is my native language",No,"","",23,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar. ,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AM4,92.54,88.8888888888889
N95,2022-01-05 15:26:03,Yes,"Yes, it is my native language",No,"","",23,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar. ,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSM6,42.96,60.7692307692308
N96,2022-01-05 15:26:14,Yes,"Yes, it is my native language",No,"","",31,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,"Which is a gigantic roller coaster, high above the ground.",When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDM8,53.94,68.3760683760684
N96,2022-01-05 15:26:14,Yes,"Yes, it is my native language",No,"","",31,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,"Which is a gigantic roller coaster, high above the ground.",When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDF1,59.44,94.9579831932773
N97,2022-01-05 15:26:22,Yes,"Yes, it is my native language",Yes,Other,None,21,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar. ,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AF8,92.39,94.1176470588235
N97,2022-01-05 15:26:22,Yes,"Yes, it is my native language",Yes,Other,None,21,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar. ,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDF6,2.54,16.2790697674419
N98,2022-01-05 15:26:29,Yes,"Yes, it is my native language",Yes,Other,"none of the above, and I have no speech, language, or hearing disorder",51,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,which is a gigantic rollercoaster high above the ground,"when I saw how high the caterpillar rose,","Yes, I am ready to begin.","","","",PDF1,88.59,82.3529411764706
N98,2022-01-05 15:26:29,Yes,"Yes, it is my native language",Yes,Other,"none of the above, and I have no speech, language, or hearing disorder",51,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,which is a gigantic rollercoaster high above the ground,"when I saw how high the caterpillar rose,","Yes, I am ready to begin.","","","",ALSF5,12.96,12.8205128205128
N99,2022-01-05 15:26:53,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",42,Woman,"",Biracial or Multiracial,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.  ,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",HDF6,1.83,6.97674418604651
N99,2022-01-05 15:26:53,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",42,Woman,"",Biracial or Multiracial,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.  ,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",AM8,70.42,70.940170940171
